School_Name_ZhT;School_Name;City;State;lat;lng;Univ_Py;Country;Country_ZhT;Notes
;Newman University;Wichita;Kansas;37.6895;-97.3443;;United States;美國;
;NewSchool of Architecture and Design;San Diego;California;32.8313;-117.1222;;United States;美國;
尼亞加拉大學;Niagara University;Lewiston;New York;43.17256;-79.03588;;United States;美國;同一个学校 - 不同的中文翻译。
;Nicholls State University;Thibodaux;Louisiana;29.7949;-90.8146;;United States;美國;
;Nichols College;Dudley;Massachusetts;42.0451;-71.93007;;United States;美國;
;Norfolk State University;Norfolk;Virginia;36.8945;-76.259;;United States;美國;
;North Carolina Agricultural and Technical State University;Greensboro;North Carolina;36.0956;-79.8271;;United States;美國;
;North Carolina Central University;Durham;North Carolina;35.9792;-78.9022;;United States;美國;
北卡羅萊納州立農工大學;North Carolina State A&M University;Raleigh;North Carolina;35.8324;-78.6429;;United States;美國;
北卡羅來納州立大學;North Carolina State University;Raleigh;North Carolina;35.8324;-78.6429;;United States;美國;
;North Carolina Wesleyan College;Rocky Mount;North Carolina;35.9685;-77.804;;United States;美國;
;North Central College;Naperville;Illinois;41.748;-88.1659;;United States;美國;
;North Central University;Minneapolis;Minnesota;44.9635;-93.2678;;United States;美國;
;North Dakota State University;Fargo;North Dakota;46.8651;-96.8292;;United States;美國;
;North Greenville University;Tigerville;South Carolina;35.0669;-82.3695;;United States;美國;
;North Park University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Northeast Ohio Medical University;Rootstown;Ohio;41.09895;-81.2426;;United States;美國;
;Northeastern Illinois University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Northeastern State University;Tahlequah;Oklahoma;35.9112;-94.977;;United States;美國;
東北大學;Northeastern University;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;应该在德国
;Northern Arizona University;Flagstaff;Arizona;35.1872;-111.6194;;United States;美國;
北方浸會神學院;Northern Baptist Theological Seminary;Lombard;Illinois;41.8741;-88.0157;;United States;美國;
;Northern Illinois University;DeKalb;Illinois;41.9314;-88.7481;;United States;美國;
;Northern Kentucky University;Highland Heights;Kentucky;39.0354;-84.4567;;United States;美國;
;Northern Michigan University;Marquette;Michigan;46.544;-87.4082;;United States;美國;
;Northern New Mexico College;Espanola;New Mexico;-106.010444016066;36.7023107919474;;United States;美國;
;Northern State University;Aberdeen;South Dakota;45.4649;-98.4686;;United States;美國;
;Northern Vermont University;Johnson;Arkansas;36.1328;-94.1757;;United States;美國;
;Northland College;Ashland;Virginia;37.7597;-77.4716;;United States;美國;
;Northpoint Bible College;Haverhill;Massachusetts;42.7838;-71.0871;;United States;美國;
;Northwest Florida State College;Niceville;Florida;30.529;-86.4748;;United States;美國;
;Northwest Missouri State University;Maryville;Missouri;40.3428;-94.8702;;United States;美國;
;Northwest Nazarene University;Nampa;Idaho;43.5844;-116.5638;;United States;美國;
西北大學;Northwest University;Kirkland;Washington;47.697;-122.2057;;United States;美國;
;Northwestern College;Orange City;Florida;28.9348;-81.2881;;United States;美國;
;Northwestern Health Sciences University;Bloomington;Minnesota;44.8306;-93.3151;;United States;美國;
;Northwestern Oklahoma State University;Alva;Oklahoma;36.7895;-98.6649;;United States;美國;
;Northwestern State University of Louisiana;Natchitoches;Louisiana;31.7315;-93.0975;;United States;美國;
;Northwestern University;Evanston;Illinois;42.0464;-87.6943;;United States;美國;
芝加哥西北大學;Northwestern University of Chicago;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
伊利諾州西北大學;Northwestern University of Illinois;Evanston;Illinois;42.0464;-87.6943;;United States;美國;
;Northwood University;Midland;Michigan;43.6241;-84.2319;;United States;美國;
;Norwich University;Northfield;Minnesota;44.455;-93.1698;;United States;美國;
北田大學;Norwich University (Northfield);Northfield;Vermont;44.15117;-72.6565;;United States;美國;
;Notre Dame College;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;
諾威奇大學;Notre Dame de Namur University;Belmont;California;37.5154;-122.2953;;United States;美國;
;Notre Dame of Maryland University;Baltimore;Maryland;39.3051;-76.6144;;United States;美國;
諾特丹大學;Notre Dame University;Notre Dame;Indiana;41.7014;-86.2378;;United States;美國;
;Nova Southeastern University;Fort Lauderdale;Florida;26.1412;-80.1464;;United States;美國;
;Nyack College;Nyack;New York;41.0919;-73.9143;;United States;美國;
;Oak Hills Christian College;Bemidji;Minnesota;47.4828;-94.8797;;United States;美國;
;Oak Point University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Oakland City University;Oakland City;Indiana;38.3378;-87.3493;;United States;美國;
;Oakland University;Rochester;New York;43.168;-77.6162;;United States;美國;
;Oakwood University;Huntsville;Alabama;34.6981;-86.6412;;United States;美國;
奧伯林大學;Oberlin College;Oberlin;Ohio;41.286;-82.2198;;United States;美國;
奧伯林學院;Oberlin College;Oberlin;Ohio;41.286;-82.2198;;United States;美國;
歐柏林音樂學院;Oberlin Music College;Oberlin;Ohio;41.286;-82.2198;;United States;美國;
奧柏林神學院;Oberlin Theological Seminary;Oberlin;Ohio;41.286;-82.2198;;United States;美國;
歐柏林大學;Occidental College;Los Angeles;California;34.1141;-118.4068;;United States;美國;
;Oglethorpe University;Atlanta;Georgia;33.7628;-84.422;;United States;美國;
;Ohio Christian University;Circleville;Ohio;39.6063;-82.9334;;United States;美國;
;Ohio Dominican University;Columbus;Ohio;39.9862;-82.9855;;United States;美國;
北俄亥俄大學;Ohio Northern University;Ada;Ohio;40.7681;-83.8251;;United States;美國;
俄亥俄州格乃爾學院;Ohio State College;Columbus;Ohio;39.9862;-82.9855;;United States;美國;
俄亥俄州大學;Ohio State University;Columbus;Ohio;39.9862;-82.9855;;United States;美國;
俄亥俄州立大學;Ohio State University;Columbus;Ohio;39.9862;-82.9855;;United States;美國;
歐省大學;Ohio State University;Columbus;Ohio;39.9862;-82.9855;;United States;美國;
俄亥俄大學;Ohio University;Athens;Ohio;39.327;-82.0987;;United States;美國;
歐海歐大學;Ohio University;Athens;Ohio;39.327;-82.0987;;United States;美國;
;Ohio University Southern;Ironton;Ohio;38.5323;-82.6779;;United States;美國;
;Ohio University-Chillicothe;Chillicothe;Ohio;39.3393;-82.9939;;United States;美國;
;Ohio Valley University;Vienna;West Virginia;39.324;-81.5383;;United States;美國;
俄亥俄州衛斯理大學;Ohio Wesleyan University;Delaware;Ohio;40.2851;-83.0741;;United States;美國;
威斯靈大學;Ohio Wesleyan University;Delaware;Ohio;40.2851;-83.0741;;United States;美國;
俄克拉荷馬農業機械學院;Oklahoma Agricultural and Mechanical College;Stillwater;Oklahoma;36.1317;-97.0742;;United States;美國;Oklahoma Agricultural and Mechanical College (1980-1957) -  then: Oklahoma State University (1957-present)
;Oklahoma Baptist University;Shawnee;Oklahoma;35.3531;-96.9647;;United States;美國;
;Oklahoma Christian University;Oklahoma City;Oklahoma;35.4676;-97.5136;;United States;美國;
;Oklahoma Christian University;Edmond;Oklahoma;35.6689;-97.416;;United States;美國;
;Oklahoma City University;Oklahoma City;Oklahoma;35.4676;-97.5136;;United States;美國;
;Oklahoma Panhandle State University;Goodwell;Oklahoma;36.5948;-101.6224;;United States;美國;
俄克拉荷馬州立大學;Oklahoma State University;Stillwater;Oklahoma;36.1317;-97.0742;;United States;美國;
;Oklahoma Wesleyan University;Bartlesville;Oklahoma;36.7365;-95.9456;;United States;美國;
;Old Dominion University;Norfolk;Virginia;36.8945;-76.259;;United States;美國;
;Olivet College;Olivet;Michigan;42.444;-84.9246;;United States;美國;
;Olivet Nazarene University;Bourbonnais;Illinois;41.183;-87.8784;;United States;美國;
;Oral Roberts University;Tulsa;Oklahoma;36.1283;-95.9042;;United States;美國;
;Oregon Health & Science University;Portland;Oregon;45.5371;-122.65;;United States;美國;
;Oregon Institute of Technology;Klamath Falls;Oregon;42.2195;-121.7754;;United States;美國;
;Oregon Otis College of Art and Design;Los Angeles;California;34.1141;-118.4068;;United States;美國;
俄勒岡州立大學;Oregon State University;Corvallis;Oregon;44.5698;-123.2779;;United States;美國;
;Otis College of Art and Design;Los Angeles;California;34.1141;-118.4068;;United States;美國;
;Ottawa University;Ottawa;Kansas;38.5996;-95.2636;;United States;美國;
;Otterbein University;Westerville;Ohio;40.1241;-82.921;;United States;美國;
;Ouachita Baptist University;Arkadelphia;Arkansas;34.1253;-93.0729;;United States;美國;
;Our Lady of the Lake University;San Antonio;Texas;29.4632;-98.5238;;United States;美國;
;Ozark Christian College;Joplin;Missouri;37.0757;-94.5018;;United States;美國;
;Pace University;New York City;New York;40.6943;-73.9249;;United States;美國;
;Pacific Lutheran University;Tacoma;Washington;47.2431;-122.4531;;United States;美國;
;Pacific Oaks College;Pasadena;California;34.1597;-118.139;;United States;美國;
太平洋宗教學校;Pacific School of Religion;Berkeley;California;37.8722;-122.276;;United States;美國;
太平洋聯合學院;Pacific Union College;Angwin;California;38.5776;-122.4513;;United States;美國;
;Pacific University;Forest Grove;Oregon;45.5243;-123.1097;;United States;美國;
;Pacifica Graduate Institute;Carpinteria;California;34.3962;-119.5118;;United States;美國;
;Paine College;Augusta;Georgia;33.3645;-82.0708;;United States;美國;
;Palm Beach Atlantic University;West Palm Beach;Florida;26.7469;-80.132;;United States;美國;
;Palm Beach State College;Lake Worth;Florida;26.70194;-80.04549;;United States;美國;
;Palo Alto University;Palo Alto;California;37.3905;-122.1468;;United States;美國;
;Pardee RAND Graduate School;Santa Monica;California;34.0235;-118.481;;United States;美國;
帕克大學;Park University;Parkville;Missouri;39.2005;-94.7225;;United States;美國;
;Parker University;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;Paul Quinn College;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;Paul Smith's College;Paul Smiths;New York;44.4341;-74.2533;;United States;美國;
;Peirce College;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
;Penn State College of Medicine;Hershey;Pennsylvania;40.2806;-76.6458;;United States;美國;
;Penn State University;University Park;Pennsylvania;40.80201;-77.85639;;United States;美國;
;Pennsylvania Academy of the Fine Arts;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
;Pennsylvania College of Art and Design;Lancaster;Pennsylvania;40.042;-76.3012;;United States;美國;
;Pennsylvania College of Health Sciences;Lancaster;Pennsylvania;40.042;-76.3012;;United States;美國;
;Pennsylvania College of Technology;Williamsport;Pennsylvania;41.2399;-77.037;;United States;美國;
柏省醫院護士學校;Pennsylvania Hospital School of Nursing;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;不是大学。
賓夕法尼亞州大學;Pennsylvania State University;State College;Pennsylvania;40.7909;-77.8567;;United States;美國;
賓夕法尼亞州州立大學;Pennsylvania State University;State College;Pennsylvania;40.7909;-77.8567;;United States;美國;
賓夕法尼亞州立大學;Pennsylvania State University;State College;Pennsylvania;40.7909;-77.8567;;United States;美國;
;Pensacola State College;Pensacola;Florida;30.4413;-87.1911;;United States;美國;
;Pepperdine University;Malibu;California;34.037;-118.7839;;United States;美國;
;Peru State College;Peru;Nebraska;40.4786;-95.7313;;United States;美國;
;Pfeiffer University;Misenheimer;North Carolina;35.4819;-80.287;;United States;美國;
;Philander Smith College;Little Rock;Arkansas;34.7256;-92.3577;;United States;美國;
;Piedmont College;Demorest;Georgia;34.5648;-83.5424;;United States;美國;
;Pillar College;Newark;New Jersey;40.7245;-74.1725;;United States;美國;
皮勞耳大學;Pillsbury Baptist Bible College;Owatonna;Minnesota;44.09021133714722;-93.22642663745347;;United States;美國;
松堡大學;Pine Manor College;Chestnut Hill;Massachusetts;42.33602465214456;-71.16821555028065;;United States;美國;
;Pittsburg State University;Pittsburg;Kansas;37.4129;-94.6985;;United States;美國;
匹茲堡加尼基理工學院;Pittsburgh Garniki Institute of Technology;Pittsburgh;Pennsylvania;40.4397;-79.9763;;United States;美國;
;Pitzer College;Claremont;California;34.1259;-117.7153;;United States;美國;
;Plaza College;Jackson Heights;New York;40.6943;-73.9249;;United States;美國;
;Plymouth State University;Plymouth;New Hampshire;43.75702;-71.68813;;United States;美國;
;Point Loma Nazarene University;San Diego;California;32.8313;-117.1222;;United States;美國;
;Point Park University;Pittsburgh;Pennsylvania;40.4397;-79.9763;;United States;美國;
;Point University;West Point;New York;41.3645;-74.0123;;United States;美國;
;Polk State College;Winter Haven;Florida;28.0118;-81.7014;;United States;美國;
普蒙那大學;Pomona College;Claremont;California;34.1259;-117.7153;;United States;美國;
波莫納學院;Pomona College ;Claremont;California;34.1259;-117.7153;;United States;美國;
普蒙那大學;Pomona University;Pomona;California;34.0585;-117.7626;;United States;美國;
;Pontifical Faculty of the Immaculate Conception;Washington;District of Columbia;38.9047;-77.0163;;United States;美國;
;Portland State University;Portland;Oregon;45.5371;-122.65;;United States;美國;
;Post University;Waterbury;Connecticut;41.5582;-73.0361;;United States;美國;
;Prairie View A&M University;Prairie View;Texas;30.0847;-95.9892;;United States;美國;
普瑞特學院;Pratt Institute;Brooklyn;New York;40.6501;-73.9496;;United States;美國;第50行和第56行 - 是同一个学校 - 不同的中文名字。
;Presbyterian College;Clinton;New York;43.0489;-75.3784;;United States;美國;
;Prescott College;Prescott;Arizona;34.5849;-112.4473;;United States;美國;
;Presentation College;Aberdeen;South Dakota;45.4649;-98.4686;;United States;美國;
普林斯頓神學院;Princeton Theological Seminary;Princeton;New Jersey;40.3562;-74.6693;;United States;美國;
普林斯頓大學;Princeton University;Princeton;New Jersey;40.3562;-74.6693;;United States;美國;
普林斯頓大學研究院;Princeton University;Princeton;New Jersey;40.3562;-74.6693;;United States;美國;
普林斯頓研究所;Princeton University;Princeton;New Jersey;40.3562;-74.6693;;United States;美國;
普林斯頓高等研究所;Princeton University;Princeton;New Jersey;40.3562;-74.6693;;United States;美國;
普林斯頓高等研究院;Princeton University;Princeton;New Jersey;40.3562;-74.6693;;United States;美國;
普西學院;Princeton University;Princeton;New Jersey;40.3562;-74.6693;;United States;美國;
;Principia College;Elsah;Illinois;38.9541;-90.3553;;United States;美國;
;Providence Christian College;Pasadena;California;34.1597;-118.139;;United States;美國;
;Providence College;Providence;Rhode Island;41.823;-71.4187;;United States;美國;
;Purchase College;Purchase;New York;41.04093;-73.71457;;United States;美國;
普度大學;Purdue University;West Lafayette;Indiana;40.4432;-86.9238;;United States;美國;
普渡大學;Purdue University;West Lafayette;Indiana;40.4432;-86.9238;;United States;美國;
;Purdue University Fort Wayne;Fort Wayne;Indiana;41.0888;-85.1436;;United States;美國;
;Purdue University Northwest;Hammond;Indiana;41.6168;-87.4909;;United States;美國;
;Queens College;New York City;New York;40.6943;-73.9249;;United States;美國;
;Queens College City University of New York;Queens;New York;40.7498;-73.7976;;United States;美國;
;Queens University of Charlotte;Charlotte;North Carolina;35.2083;-80.8303;;United States;美國;
;Quincy University;Quincy;Illinois;39.9336;-91.3799;;United States;美國;
昆西大學;Quincy University ;Quincy;Illinois;39.9336;-91.3799;;United States;美國;
;Quinnipiac University;Hamden;Connecticut;41.39593;-72.89677;;United States;美國;
拉德克利夫學院;Radcliffe College;Cambridge;Massachusetts;42.3759;-71.1185;;United States;美國;Radcliffe College (1879-1999) -  full integration with Harvard University in 1999
拉格比學院;Radcliffe Institute, Harvard University;Cambridge;Massachusetts;42.3759;-71.1185;;United States;美國;
萊德克列夫女子學院;Radcliffe Women's College;Cambridge;Massachusetts;42.3759;-71.1185;;United States;美國;
;Radford University;Radford;Virginia;37.1229;-80.5587;;United States;美國;
;Ramapo College of New Jersey;Mahwah;New Jersey;41.08871;-74.14376;;United States;美國;
;Randolph College;Lynchburg;Virginia;37.4003;-79.1909;;United States;美國;
;Randolph-Macon College;Ashland;Virginia;37.7597;-77.4716;;United States;美國;
蘭道爾夫-麥肯學院;Randolph–Macon College;Ashland;Virginia;37.7597;-77.4716;;United States;美國;
;Rasmussen College;Bloomington;Minnesota;44.8306;-93.3151;;United States;美國;
萊佛士學院;Rasmussen College;St. Cloud;Minnesota;45.534;-94.1718;;United States;美國;
;Reed College;Portland;Oregon;45.5371;-122.65;;United States;美國;
;Regent University;Virginia Beach;Virginia;36.7335;-76.0435;;United States;美國;
;Regis College;Weston;Massachusetts;42.36676;-71.30311;;United States;美國;
;Regis University;Denver;Colorado;39.762;-104.8758;;United States;美國;
;Reinhardt University;Waleska;Georgia;34.3172;-84.5499;;United States;美國;
;Relay Graduate School of Education;New York City;New York;40.6943;-73.9249;;United States;美國;
仁塞利爾理工學院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;University of Houston–University Park (1983–1991) -   University of Houston (1991 - present)
仁斯利尔理工大学;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
伦塞勒工学院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
伦塞勒理工学院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
伦斯勒工业学院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
伦氏理工学院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
倫斯勒理工學院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;Case Institute of Technology (1947–1967) -  Case Western Reserve University (1967-present)
壬色列理工学院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
壬色利理工學院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
的伦瑟雷尔技术学院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
紐約州瑞沙裏爾工學院;Rensselaer Polytechnic Institute;Troy;New York;42.7354;-73.6751;;United States;美國;
;Research College of Nursing;Kansas City;Missouri;39.1238;-94.5541;;United States;美國;
雷諾金屬學校;Reynolds Metals Company Technical Center;Richmond;Virginia;37.5295;-77.4756;;United States;美國;
;Rhode Island College;Providence;Rhode Island;41.823;-71.4187;;United States;美國;
;Rhode Island School of Design;Providence;Rhode Island;41.823;-71.4187;;United States;美國;
;Rhodes College;Memphis;Tennessee;35.1087;-89.9663;;United States;美國;
;Rice University;Houston;Texas;29.786;-95.3885;;United States;美國;
;Richmont Graduate University;Chattanooga;Tennessee;35.066;-85.2481;;United States;美國;
;Rider University;Lawrenceville;New Jersey;40.3018;-74.7378;;United States;美國;
;Ringling College of Art and Design;Sarasota;Florida;27.3387;-82.5432;;United States;美國;
;Ripon College;Ripon;Wisconsin;43.8436;-88.8386;;United States;美國;
;Rivier University;Nashua;New Hampshire;42.7491;-71.491;;United States;美國;
;Roanoke College;Salem;Virginia;37.2864;-80.0555;;United States;美國;
;Robert Morris University;Moon Township;Pennsylvania;-80.1849126240957;40.6893613614024;;United States;美國;
;Roberts Wesleyan College;Rochester;New York;43.168;-77.6162;;United States;美國;
特羅斯特工業大學;Rochester Institute of Technology;Rochester;New York;43.168;-77.6162;;United States;美國;
;Rochester University;Rochester Hills;Michigan;42.6645;-83.1563;;United States;美國;
紐約洛克菲勒研究所;Rockefeller Institute of New York;New York City;New York;40.6943;-73.9249;;United States;美國;
羅克福德學院;Rockford University;Rockford;Illinois;42.2596;-89.064;;United States;美國;
;Rockhurst University;Kansas City;Missouri;39.1238;-94.5541;;United States;美國;
;Rocky Mountain College;Billings;Montana;45.7891;-108.5526;;United States;美國;
;Rocky Mountain College of Art and Design;Lakewood;Colorado;39.6977;-105.1172;;United States;美國;
;Rocky Mountain University of Health Professions;Provo;Utah;40.2457;-111.6457;;United States;美國;
;Rocky Vista University;Parker;Colorado;39.5084;-104.7753;;United States;美國;
;Roger Williams University;Bristol;Tennessee;36.5572;-82.2154;;United States;美國;
;Rogers State University;Claremore;Oklahoma;36.3146;-95.6095;;United States;美國;
;Rollins College;Winter Park;Florida;28.5989;-81.3442;;United States;美國;
;Roosevelt University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Rosalind Franklin University of Medicine and Science;North Chicago;Illinois;42.3172;-87.8595;;United States;美國;
;Rose-Hulman Institute of Technology;Terre Haute;Indiana;39.466;-87.3751;;United States;美國;
;Roseman University of Health Sciences;Henderson;Nevada;36.0133;-115.0381;;United States;美國;
;Rosemont College;Rosemont;Pennsylvania;40.0306;-75.327;;United States;美國;
;Rowan University;Glassboro;New Jersey;39.7014;-75.1113;;United States;美國;
拉什大學;Rush University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;同一个学校。不同的中文名字。
;Rust College;Holly Springs;Mississippi;34.7768;-89.4466;;United States;美國;
洛格斯大學;Rutgers University;New Brunswick;New Jersey;40.8158536588864;-74.4611610076916;;United States;美國;
羅格斯大學;Rutgers University;New Brunswick;New Jersey;40.8158536588864;-74.4611610076916;;United States;美國;also called Rutgers University since 1924
;Sacred Heart University;Fairfield;Connecticut;41.14121;-73.26373;;United States;美國;
;Saginaw Valley State University;University Center;Michigan;43.55836;-83.98248;;United States;美國;
;Saint Anselm College;Manchester;New Hampshire;42.9848;-71.4447;;United States;美國;
;Saint Anthony College of Nursing;Rockford;Illinois;42.2596;-89.064;;United States;美國;
;Saint Augustine College;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Saint Augustine's University;Raleigh;North Carolina;35.8324;-78.6429;;United States;美國;
;Saint Elizabeth University;Morristown;New Jersey;40.7967;-74.4772;;United States;美國;
;Saint Francis Medical Center College of Nursing;Peoria;Illinois;40.752;-89.6154;;United States;美國;
;Saint Francis University;Loretto;Pennsylvania;40.5086;-78.6349;;United States;美國;
;Saint Joseph's College of Maine;Standish;Maine;43.73591;-70.552;;United States;美國;
;Saint Joseph's University;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
;Saint Leo University;Saint Leo;Florida;28.33723;-82.25842;;United States;美國;
聖路易斯大學;Saint Louis University;Saint Louis;Missouri;-90.2063849943261;38.6246455755308;;United States;美國;
;Saint Martin's University;Lacey;Washington;47.0462;-122.7933;;United States;美國;
;Saint Mary-of-the-Woods College;Saint Mary of the Woods;India;-87.4673927262661;39.544117904917;;United States;美國;
;Saint Mary's College;Notre Dame;Indiana;41.7014;-86.2378;;United States;美國;
;Saint Mary's College of California;Moraga;California;37.8439;-122.1225;;United States;美國;
;Saint Mary's University of Minnesota;Winona;Minnesota;44.0505;-91.6684;;United States;美國;
;Saint Michael's College;Burlington;Vermont;44.4876;-73.2316;;United States;美國;
聖帕特裏克神學院;Saint Patrick's Seminary and University;Menlo Park;California;37.4685;-122.1673;;United States;美國;
;Saint Peter's University;Jersey City;New Jersey;-74.0703115497194;40.7275346011466;;United States;美國;
;Saint Vincent College;Latrobe;Pennsylvania;40.3125;-79.3825;;United States;美國;
;Saint Xavier University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Salem College;Winston-Salem;North Carolina;36.1029;-80.261;;United States;美國;
;Salem State University;Salem;Massachusetts;42.5129;-70.9021;;United States;美國;
;Salem University;Salem;West Virginia;39.2849;-80.5645;;United States;美國;
;Salisbury University;Salisbury;Maryland;38.3756;-75.5865;;United States;美國;
;Salus University;Elkins Park;Pennsylvania;40.0775;-75.128;;United States;美國;
;Salve Regina University;Newport;Rhode Island;41.4801;-71.3203;;United States;美國;
;Sam Houston State University;Huntsville;Alabama;34.6981;-86.6412;;United States;美國;
;Samford University;Birmingham;Alabama;33.5279;-86.7971;;United States;美國;
;Samuel Merritt University;Oakland;California;37.7904;-122.2166;;United States;美國;
;San Diego Christian College;Santee;California;32.8554;-116.9851;;United States;美國;
;San Diego State University;San Diego;California;32.8313;-117.1222;;United States;美國;
;San Francisco Art Institute;San Francisco;California;37.7558;-122.4449;;United States;美國;
;San Francisco Conservatory of Music;San Francisco;California;37.7558;-122.4449;;United States;美國;
舊金山州立大學;San Francisco State University;San Francisco;California;37.7558;-122.4449;;United States;美國;
舊金山神學院;San Francisco Theological Seminary;San Anselmo;California;37.97465;-122.56164;;United States;美國;
;San Joaquin College of Law;Clovis;California;-119.697689327417;36.8246399985437;;United States;美國;
聖何塞州立大學;San José State University;San Jose;California;37.3012;-121.848;;United States;美國;
;Santa Clara University;Santa Clara;California;37.3646;-121.968;;United States;美國;
;Santa Fe College;Gainesville;Florida;29.6804;-82.3459;;United States;美國;
莎拉勞倫斯學院;Sarah Lawrence College;Bronxville;New York;40.9395;-73.8265;;United States;美國;
;Savannah College of Art and Design;Savannah;Georgia;32.0286;-81.1821;;United States;美國;
;Savannah State University;Savannah;Georgia;32.0286;-81.1821;;United States;美國;
;Saybrook University;Pasadena;California;34.1597;-118.139;;United States;美國;
;Scarritt College;Neosho;Missouri;36.8437;-94.3758;;United States;美國;Scarritt College (1878 - 1907) Closed in 1907 There's another college which has the similiar name: Scarritt College for Christian Workers (located in Nashville -  Tennessee Actived from 1892 to 1988 -  and closed in 1988)
;School of Mines and Technology;Rapid City;South Dakota;44.0716;-103.2204;;United States;美國;
;School of Technology at Versailles;Versailles;Indiana;39.0634;-85.2566;;United States;美國;School of Technology at Versailles
芝加哥藝術學院;School of the Art Institute of Chicago;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;School of Visual Arts;New York City;New York;40.6943;-73.9249;;United States;美國;
;Schreiner University;Kerrville;Texas;30.0398;-99.132;;United States;美國;
;Scripps College;Claremont;California;34.1259;-117.7153;;United States;美國;
;Seattle Central College;Seattle;Washington;47.6211;-122.3244;;United States;美國;
西雅圖工程大學;Seattle College of Engineering;Seattle;Washington;47.6211;-122.3244;;United States;美國;
;Seattle Pacific University;Seattle;Washington;47.6211;-122.3244;;United States;美國;
;Seattle University;Seattle;Washington;47.6211;-122.3244;;United States;美國;
;Seminole State College of Florida;Sanford;Florida;28.7891;-81.2757;;United States;美國;
西頓霍爾大學;Seton Hall University;South Orange;New Jersey;40.74899;-74.26126;;United States;美國;Seton Hall University
;Seton Hill University;Greensburg;Pennsylvania;40.3113;-79.5445;;United States;美國;
;Sewanee: The University of the South;Sewanee;Tennessee;35.1975;-85.9213;;United States;美國;
;Shaw University;Raleigh;North Carolina;35.8324;-78.6429;;United States;美國;
;Shawnee State University;Portsmouth;Ohio;38.7538;-82.9445;;United States;美國;
;Shenandoah University;Winchester;Virginia;39.1735;-78.1746;;United States;美國;
;Shepherd University;Shepherdstown;West Virginia;39.432;-77.8046;;United States;美國;
;Shippensburg University of Pennsylvania;Shippensburg;Pennsylvania;40.0484;-77.5227;;United States;美國;
;Shorter University;Rome;Georgia;34.2662;-85.1863;;United States;美國;
;Siena College;Loudonville;New York;42.7068;-73.7665;;United States;美國;
;Siena Heights University;Adrian;Michigan;41.8994;-84.0447;;United States;美國;
;Sierra Nevada University;Incline Village;Nevada;39.2639;-119.9455;;United States;美國;
西裏亞大學;Sierra Nevada University;Incline Village;Nevada;39.2639;-119.9455;;United States;美國;
;Simmons University;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;
;Simpson College;Indianola;Iowa;41.3629;-93.5652;;United States;美國;
;Simpson University;Redding;California;40.5698;-122.365;;United States;美國;
;SIT Graduate Institute;Brattleboro;Vermont;42.85092;-72.55787;;United States;美國;
;Skidmore College;Saratoga Springs;New York;43.0674;-73.7775;;United States;美國;
;Slippery Rock University of Pennsylvania;Slippery Rock;Pennsylvania;41.0695;-80.058;;United States;美國;
;Smith College;Northampton;Massachusetts;42.3266;-72.6745;;United States;美國;
史密斯學院;Smith College of Women;Northampton;Massachusetts;42.3266;-72.6745;;United States;美國;
;Snow College;Ephraim;Utah;39.3563;-111.5845;;United States;美國;
;Sofia University;Palo Alto;California;37.3905;-122.1468;;United States;美國;
;Soka University of America;Aliso Viejo;California;33.5792;-117.7289;;United States;美國;
;Sonoma State University;Rohnert Park;California;38.3479;-122.6965;;United States;美國;
;South Carolina State University;Orangeburg;South Carolina;33.4928;-80.8671;;United States;美國;
;South College;Knoxville;Tennessee;35.9692;-83.9496;;United States;美國;
