School_Name_ZhT;School_Name;City;State;lat;lng;Univ_Py;Country;Country_ZhT;Notes
;Chatham University;Pittsburgh;Pennsylvania;40.4397;-79.9763;;United States;美國;
;Chestnut Hill College;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
;Cheyney University of Pennsylvania;Cheyney;Pennsylvania;39.92844;-75.5227;;United States;美國;
芝加哥美術學院;Chicago Academy of Fine Arts;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
芝加哥美术学院;Chicago Art Institute;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
芝加哥自動電話公司;Chicago Automated Telephone Company;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
芝加哥城美洲醫院;Chicago City American Hospital;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
芝加哥拉序医学院;Chicago Medical College;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
芝加哥醫科大學;Chicago Medical University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Chicago State University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Chipola College;Marianna;Florida;30.7943;-85.2259;;United States;美國;
;Chowan University;Murfreesboro;North Carolina;36.4419;-77.0968;;United States;美國;
;Christian Brothers University;Memphis;Tennessee;35.1087;-89.9663;;United States;美國;
;Christopher Newport University;Newport News;Virginia;37.1051;-76.5185;;United States;美國;
辛辛那提音樂學院;Cincinnati Conservatory of Music;Cincinnati;Ohio;39.1413;-84.506;;United States;美國;
紐約城市大學;City University of New York;New York City;New York;40.6943;-73.9249;;United States;美國;
;City University of Seattle;Seattle;Washington;47.6211;-122.3244;;United States;美國;
;Claflin University;Orangeburg;South Carolina;33.4928;-80.8671;;United States;美國;
;Claremont Graduate University;Claremont;California;34.1259;-117.7153;;United States;美國;
克萊蒙特麥肯納學院;Claremont McKenna College;Claremont;California;34.1259;-117.7153;;United States;美國;应该是加拿大的学校。
;Clarion University of Pennsylvania;Clarion;Pennsylvania;41.2106;-79.3803;;United States;美國;
;Clark Atlanta University;Atlanta;Georgia;33.7628;-84.422;;United States;美國;
克拉克大學;Clark University;Worcester;Massachusetts;42.2705;-71.8079;;United States;美國;
麻省克拉克大學;Clark University of Massachusetts;Worcester;Massachusetts;42.2705;-71.8079;;United States;美國;
;Clarke University;Dubuque;Iowa;42.5002;-90.707;;United States;美國;
;Clarke University - Dubuque, IA;Dubuque;Iowa;42.5002;-90.707;;United States;美國;
;Clarks Summit University;Clarks Summit;Pennsylvania;41.4902;-75.7065;;United States;美國;
;Clarkson College;Omaha;Nebraska;41.2627;-96.0529;;United States;美國;
;Clarkson University;Potsdam;New York;44.66978;-74.98131;;United States;美國;
;Clayton State University;Morrow;Georgia;33.5815;-84.3391;;United States;美國;
;Clear Creek Baptist Bible College;Pineville;Louisiana;31.3414;-92.4096;;United States;美國;
;Cleary University;Howell;Michigan;42.6078;-83.9339;;United States;美國;
;Clemson University;Clemson;South Carolina;34.6837;-82.8124;;United States;美國;
;Cleveland Institute of Art;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;
;Cleveland Institute of Music;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;
;Cleveland State University;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;
;Cleveland University-Kansas City;Overland Park;Kansas;38.887;-94.687;;United States;美國;
;Coastal Carolina University;Conway;Arkansas;35.0753;-92.4692;;United States;美國;
柯依大學;Coe College;Cedar Rapids;Iowa;41.9662;-91.6783;;United States;美國;
美國柯依大學;Coe College;Cedar Rapids;Iowa;41.9662;-91.6783;;United States;美國;
;Coker University;Hartsville;South Carolina;34.3675;-80.0829;;United States;美國;
;Colby College;Waterville;Maine;44.5441;-69.6624;;United States;美國;
;Colby-Sawyer College;New London;Connecticut;41.3502;-72.1022;;United States;美國;
;Colgate University;Hamilton;New York;42.82701;-75.54462;;United States;美國;
;College for Creative Studies;Detroit;Michigan;42.3834;-83.1024;;United States;美國;
;College of Biblical Studies;Houston;Texas;29.786;-95.3885;;United States;美國;
;College of Central Florida;Ocala;Florida;29.178;-82.1511;;United States;美國;
;College of Charleston;Charleston;South Carolina;32.8168;-79.9687;;United States;美國;
;College of Coastal Georgia;Brunswick;Maine;43.91452;-69.96533;;United States;美國;
;College of Mount Saint Vincent;Riverdale;New York;43.0407;-76.1437;;United States;美國;
;College of Our Lady of the Elms;Chicopee;Massachusetts;42.1487;-72.60787;;United States;美國;
;College of Saint Benedict/Saint John's University;St. Joseph;Minnesota;45.5655;-94.3035;;United States;美國;
聖伊麗莎白學院;College of Saint Elizabeth;Morris Township;New Jersey;-74.424913985548;41.4326226127273;;United States;美國;
;College of Saint Mary;Omaha;Nebraska;41.2627;-96.0529;;United States;美國;
;College of Southern Nevada;Las Vegas;Nevada;36.2333;-115.2654;;United States;美國;
;College of Staten Island;Staten Island;New York;40.5834;-74.1496;;United States;美國;
;College of the Atlantic;Bar Harbor;Maine;44.93036;-67.05109;;United States;美國;
聖十字學院;College of the Holy Cross;Worcester;Massachusetts;42.2705;-71.8079;;United States;美國;
;College of the Ozarks;Point Lookout;Missouri;36.61756;-93.23935;;United States;美國;
;College of William & Mary;Williamsburg;Virginia;37.2693;-76.7076;;United States;美國;
;Colorado Christian University;Lakewood;Colorado;39.6977;-105.1172;;United States;美國;
;Colorado College;Colorado Springs;Colorado;38.8674;-104.7605;;United States;美國;
;Colorado Mesa University;Grand Junction;Colorado;39.0877;-108.5673;;United States;美國;
克省礦校;Colorado School of Mines;Golden;Colorado;39.7406;-105.2118;;United States;美國;
科羅拉多州礦業學院;Colorado School of Mines;Golden;Colorado;39.7406;-105.2118;;United States;美國;
科羅拉多州立礦業學校;Colorado State School of Mines;Golden;Colorado;39.7406;-105.2118;;United States;美國;
科羅拉多州大學;Colorado State University;Fort Collins;Colorado;40.5477;-105.0656;;United States;美國;
科羅拉多州州立大學;Colorado State University;Fort Collins;Colorado;40.5477;-105.0656;;United States;美國;
科羅拉多州立大學;Colorado State University;Fort Collins;Colorado;40.5477;-105.0656;;United States;美國;
;Colorado State University-Pueblo;Pueblo;Colorado;38.2701;-104.6114;;United States;美國;
;Colorado Technical University;Colorado Springs;Colorado;38.8674;-104.7605;;United States;美國;
;Columbia Basin College;Pasco;Washington;46.2506;-119.1305;;United States;美國;
;Columbia College;Columbia;South Carolina;34.0378;-80.9036;;United States;美國;
;Columbia College Chicago;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Columbia College Hollywood;Tarzana;California;34.17334;-118.55397;;United States;美國;
;Columbia International University;Columbia;South Carolina;34.0378;-80.9036;;United States;美國;
哥倫比亞大學;Columbia University;New York City;New York;40.6943;-73.9249;;United States;美國;
哥倫比亞醫學院;Columbia University Medical School;New York City;New York;40.6943;-73.9249;;United States;美國;
哥倫比亞大學師範學院;Columbia University Teacher's College;New York City;New York;40.6943;-73.9249;;United States;美國;
;Columbus College of Art and Design;Columbus;Ohio;39.9862;-82.9855;;United States;美國;
;Columbus State University;Columbus;Ohio;39.9862;-82.9855;;United States;美國;
;Concord University;Athens;West Virginia;37.4231;-81.0151;;United States;美國;
;Concordia College;Moorhead;Minnesota;46.8673;-96.7461;;United States;美國;
;Concordia College-New York;Bronxville;New York;40.9395;-73.8265;;United States;美國;
;Concordia University;St. Paul;Minnesota;44.9478;-93.1039;;United States;美國;
;Concordia University Ann Arbor;Ann Arbor;Michigan;42.2759;-83.731;;United States;美國;
;Concordia University Chicago;River Forest;Illinois;41.895;-87.8194;;United States;美國;
;Concordia University Irvine;Irvine;California;33.6772;-117.7738;;United States;美國;
;Concordia University Texas;Austin;Texas;30.3005;-97.7522;;United States;美國;
;Concordia University Wisconsin;Mequon;Wisconsin;43.2352;-87.9839;;United States;美國;
;Connecticut College;New London;Connecticut;41.3502;-72.1022;;United States;美國;
康涅狄格州濕沙煙草試驗站;Connecticut Tobacco Testing Station;New Haven;Connecticut;41.3113;-72.9246;;United States;美國;
;Converse College;Spartanburg;South Carolina;34.9442;-81.9251;;United States;美國;
;Conway School of Landscape Design;Northampton;Massachusetts;42.3266;-72.6745;;United States;美國;
庫伯聯盟學院;Cooper Union for the Advancement of Science and Art;New York City;New York;40.6943;-73.9249;;United States;美國;
;Coppin State University;Baltimore;Maryland;39.3051;-76.6144;;United States;美國;
;Corban University;Salem;Oregon;44.9233;-123.0244;;United States;美國;
;Cornell College;Mount Vernon;Ohio;40.3854;-82.4737;;United States;美國;
康南耳大學;Cornell University;Ithaca;New York;42.4442;-76.5032;;United States;美國;
康奈爾大學;Cornell University;Ithaca;New York;42.4442;-76.5032;;United States;美國;
康奈爾大學醫學院;Cornell University Medical School;Ithaca;New York;42.4442;-76.5032;;United States;美國;
康奈爾大學研究院;Cornell University Research Institute;Ithaca;New York;42.4442;-76.5032;;United States;美國;
;Cornerstone University;Grand Rapids;Michigan;42.9619;-85.6562;;United States;美國;
;Cornish College of the Arts;Seattle;Washington;47.6211;-122.3244;;United States;美國;
;Cottey College;Nevada;Missouri;37.8445;-94.3492;;United States;美國;
;Covenant College;Lookout Mountain;Georgia;34.9664;-85.3622;;United States;美國;
;Cox College;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
;Cox College - Springfield, Missouri;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
;Cranbrook Academy of Art;Bloomfield Hills;Michigan;42.578;-83.2456;;United States;美國;
;Creighton University;Omaha;Nebraska;41.2627;-96.0529;;United States;美國;
;Criswell College;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;Crowley's Ridge College;Paragould;Arkansas;36.0555;-90.5149;;United States;美國;
;Crown College;St. Bonifacius;Minnesota;44.9054;-93.7477;;United States;美國;
;Culver-Stockton College;Canton;Ohio;40.8078;-81.3676;;United States;美國;
;Cumberland University;Lebanon;Tennessee;36.204;-86.3481;;United States;美國;
;CUNY School of Law;Long Island City;New York;40.74482;-73.94875;;United States;美國;
;Curry College;Milton;Massachusetts;42.24954;-71.06616;;United States;美國;
紐約寇蒂斯航空學校;Curtis Aviation School of New York;New York City;New York;40.6943;-73.9249;;United States;美國;
;Curtis Institute of Music;Philadelphia;Pennsylvania;40.0077;-75.1339;;United States;美國;
寇蒂斯航空學校;Curtiss Flying School;San Diego;California;32.8313;-117.1222;;United States;美國;School started in 1914 -  and closed in 1922
;D'Youville College;Buffalo;New York;42.9018;-78.8487;;United States;美國;
;Daemen College;Amherst;Massachusetts;42.36723;-72.51852;;United States;美國;
;Dakota State University;Madison;South Dakota;44.0062;-97.1085;;United States;美國;
;Dakota Wesleyan University;Mitchell;South Dakota;43.7294;-98.0337;;United States;美國;
;Dallas Baptist University;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;Dallas Christian College;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;Dalton State College;Dalton;Georgia;34.769;-84.972;;United States;美國;
;Dartmouth College;Hanover;New Hampshire;43.70229;-72.28954;;United States;美國;
;Davenport University;Grand Rapids;Michigan;42.9619;-85.6562;;United States;美國;
戴維森學院;Davidson College;Davidson;North Carolina;35.484;-80.8247;;United States;美國;Radcliffe College (1879-1999) -  full integration with Harvard University in 1999
;Davis and Elkins College;Elkins;West Virginia;38.9237;-79.8541;;United States;美國;
;Davis College;Johnson City;Tennessee;36.3406;-82.3806;;United States;美國;
;Daytona State College;Daytona Beach;Florida;29.1995;-81.0982;;United States;美國;
;Dean College;Franklin;Indiana;39.4948;-86.0544;;United States;美國;
;Defiance College;Defiance;Ohio;41.2813;-84.3657;;United States;美國;
;Delaware State University;Dover;Delaware;39.161;-75.5202;;United States;美國;
德洛威大學;Delaware University;Dover;Delaware;39.161;-75.5202;;United States;美國;
;Delaware Valley University;Doylestown;Pennsylvania;40.19758;-77.72138;;United States;美國;
;Delta State University;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;
丹尼森大學;Denison University;Granville;Ohio;40.0646;-82.5024;;United States;美國;
丹佛航空技校;Denver Aviation Technical School;Denver;Colorado;39.762;-104.8758;;United States;美國;
;Denver College of Nursing;Denver;Colorado;39.762;-104.8758;;United States;美國;
農業部昆蟲與植檢局殺蟲藥劑研究室;Department of Agriculture, Entomology and Pest Control Laboratory;Beltsville;Maryland;39.038507214737045;-76.90804441557053;;United States;美國;
國防部衛生勤務學校;Department of Defense Medical School;Bethesda;Maryland;38.9866;-77.1188;;United States;美國;不是大学。
;DePaul University;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;DePauw University;Greencastle;Indiana;39.6432;-86.8418;;United States;美國;
;Des Moines University;Des Moines;Iowa;41.5725;-93.6105;;United States;美國;
;DeSales University;Center Valley;Pennsylvania;40.70729;-79.56977;;United States;美國;
第缺羅脫汽車區校;Detroit Automotive District School;Detroit;"	Michigan";42.3834;-83.1024;;United States;美國;Middlesex University (1914 - 1947) -  then closed
底特律理工學院;Detroit Institute of Technology;Detroit;Michigan;42.3834;-83.1024;;United States;美國;Closed in 1981
